titulo,nota,tipo de nota,diretor,generos
O Baile das Bruxas,6.3,0 a 10,Justin G. Dyck,"Família, Fantasia, Ficção científica"
O Baile das Loucas,7.105,0 a 10,Mélanie Laurent,"Thriller, Drama, História"
O Balão Vermelho,7.721,0 a 10,Albert Lamorisse,"Comédia, Drama, Família, Fantasia"
O Banqueiro,7.639,0 a 10,George Nolfi,Drama
O Bar Luva Dourada,6.941,0 a 10,Fatih Akin,"Crime, Thriller"
O Barco: Inferno no Mar,8.089,0 a 10,Wolfgang Petersen,"Drama, História, Guerra"
O Bastardo,7.8,0 a 10,Nikolaj Arcel,"História, Drama, Ação"
O Bebê de Bridget Jones,6.414,0 a 10,Sharon Maguire,"Comédia, Romance, Drama"
O Bebê de Rosemary,7.828,0 a 10,Roman Polanski,"Drama, Terror, Thriller"
O Beco da Morte,5.318,0 a 10,Nicholas Barton,"Faroeste, Ação"
O Beco do Pesadelo,4.5,0 a 10, Guillermo del Toro,"Crime, Drama, Thriller"
O Beijo do Demônio,6.6,0 a 10,Paphangkorn Punchantarak,"Romance, Terror, Drama"
O Beijo do Dragão,6.862,0 a 10,Chris Nahon,"Ação, Crime, Thriller"
O Besouro Verde,5.595,0 a 10,Michel Gondry,"Ação, Crime, Comédia"
O Bicho Vai Pegar,6.154,0 a 10,Roger Allers,"Animação, Família, Aventura, Comédia"
O Bicho Vai Pegar 2,5.839,0 a 10,Matthew O'Callaghan,"Aventura, Animação, Comédia, Família"
O Bicho Vai Pegar 3,5.6,0 a 10,Cody Cameron,"Aventura, Animação, Família, Comédia"
O Bicho Vai Pegar 4,5.96,0 a 10,David Feiss,"Animação, Comédia, Família, Aventura"
O Bom Dinossauro,6.7,0 a 10,Peter Sohn,"Aventura, Animação, Família"
O Bom Filho à Casa Torna,5.982,0 a 10,Malcolm D. Lee,"Comédia, Drama, Família"
O Bom Gigante Amigo,6.273,0 a 10,Steven Spielberg,"Aventura, Família, Fantasia"
O Bom Pastor,6.332,0 a 10,Robert De Niro,"Drama, Thriller, História"
O Bom Vizinho,6.625,0 a 10,Stephan Rick,"Thriller, Drama"
O Bombardeio,7.82,0 a 10,Ole Bornedal,"Guerra, Drama, História"
O Bordel de Paprika,6.957,0 a 10,Tinto Brass,"Drama, Romance"
O Buraco Negro,5.8,0 a 10,Gary Nelson,"Aventura, Ficção científica, Ação"
O Buraco da Agulha,6.631,0 a 10,Richard Marquand,"Drama, Thriller"
O Cabeça de Vento,4.3,0 a 10, Ron Underwood,"Comédia, Crime, Música"
O Cachorro Bombeiro,5.994,0 a 10,Todd Holland,"Família, Comédia"
O Cachorro Que Salvou as Festas,5.1,0 a 10,Michael Feifer,"Família, Comédia, Cinema TV"
O Cadáver de Anna Fritz,6.892,0 a 10,Hèctor Hernández Vicens,"Drama, Thriller"
O Caldeirão Mágico,6.4,0 a 10,Richard Rich,"Animação, Aventura, Família, Fantasia"
O Calhambeque Mágico,6.801,0 a 10,Ken Hughes,"Família, Música, Aventura, Fantasia, Comédia"
O Caminho do Guerreiro,6.552,0 a 10,Lee Seung-moo,"Aventura, Fantasia, Ação, Faroeste, Thriller"
O Caminho para El Dorado,7.257,0 a 10,Bibo Bergeron,"Família, Aventura, Animação, Comédia, Fantasia"
O Campeão,5.207,0 a 10,Carlos Therón,"Drama, Família, Comédia"
O Cantor,7.2,0 a 10,Leon Ichaso,"História, Drama, Música"
O Capitão Corelli,6.0,0 a 10,John Madden,"Drama, Romance, Guerra"
O Cara da Piscina,4.589,0 a 10,Chris Pine,"Mistério, Comédia"
O Carinha,7.353,0 a 10,Kirsten Lepore,"Animação, Família, Comédia, Ficção científica"
O Carma de Um Assassino,6.158,0 a 10,Jesse V. Johnson,"Ação, Crime, Thriller"
O Carma de um Assassino 2,6.6,0 a 10,George Kirby,"Ação, Comédia, Crime"
O Casamento de Muriel,6.816,0 a 10,P.J. Hogan,"Comédia, Drama, Romance"
O Casamento de Rachel,4.1,0 a 10,Jonathan Demme,"Drama, Romance"
O Casamento do Meu Melhor Amigo,6.605,0 a 10,P.J. Hogan,"Comédia, Romance"
O Casamento dos Meus Sonhos,5.926,0 a 10,Adam Shankman,"Comédia, Romance"
O Caso Richard Jewell,7.427,0 a 10,Clint Eastwood,Drama
O Caso Spotlight,4.3,0 a 10, Tom McCarthy,"Drama, História"
O Castelo Animado,8.4,0 a 10,Hayao Miyazaki,"Fantasia, Animação, Aventura"
O Castelo de Vidro,7.2,0 a 10,Destin Daniel Cretton,Drama
O Castelo no Céu,7.979,0 a 10,Hayao Miyazaki,"Aventura, Fantasia, Animação, Ação, Família"
O Cavaleiro Solitário,6.098,0 a 10,Gore Verbinski,"Ação, Aventura, Faroeste"
O Cavaleiro das Trevas,4.9,0 a 10,Christopher Nolan,"Drama, Ação, Crime, Thriller"
O Cavaleiro do Telhado e a Dama das Sombras,6.471,0 a 10,Jean-Paul Rappeneau,"Aventura, Romance, História, Drama"
O Caçador,7.758,0 a 10,Na Hong-jin,"Crime, Thriller, Ação"
O Caçador de Bruxas,6.443,0 a 10,Michael Reeves,"Drama, História, Terror"
O Caçador de Pipas,4.2,0 a 10,Marc Forster,Drama
O Caçador e a Rainha do Gelo,6.289,0 a 10,Cedric Nicolas-Troyan,"Ação, Aventura, Drama"
O Centenário Que Saiu Pela Janela e Desapareceu,6.789,0 a 10,Felix Herngren,"Aventura, Comédia, Drama"
O Centésimo Batalhão,7.5,0 a 10,Mark Herzog,"Guerra, Documentário, História"
O Chacal,6.369,0 a 10,Michael Caton-Jones,"Ação, Thriller, Aventura, Crime"
O Chalé,6.125,0 a 10,Veronika Franz,Terror
O Chamado,6.671,0 a 10,Gore Verbinski,"Terror, Mistério"
O Chamado 3,4.975,0 a 10,F. Javier Gutiérrez,Terror
O Chamado da Floresta,7.561,0 a 10,Chris Sanders,"Aventura, Família, Drama"
O Chefinho: Bônus de Natal,6.7,0 a 10,Matt Engstrom,"Animação, Família, Aventura"
O Chicote e o Corpo,6.508,0 a 10,Mario Bava,"Drama, Terror"
O Circulo Do Medo,7.435,0 a 10,J. Lee Thompson,Thriller
O Cliente,6.679,0 a 10,Joel Schumacher,"Drama, Thriller, Crime, Mistério"
O Clube da Luta,4.5,0 a 10,David Fincher,Drama
O Clube das Crianças Feias,6.444,0 a 10,Jonathan Elbers,"Cinema TV, Ação, Aventura, Família, Ficção científica"
O Clube das Desquitadas,6.7,0 a 10,Hugh Wilson,Comédia
O Clube das Mães Solteiras,6.049,0 a 10,Tyler Perry,"Drama, Comédia"
O Clube de Leitores Assassinos,5.6,0 a 10,Carlos Alonso-Ojea,"Terror, Thriller"
O Clube do Imperador,7.117,0 a 10,Michael Hoffman,Drama
O Clube dos Milagres,6.0,0 a 10,Thaddeus O'Sullivan,"Comédia, Drama"
O Clã das Adagas,6.7,0 a 10,Lu Yang,"Romance, Ação, Drama, História"
O Clã das Adagas Voadoras,7.279,0 a 10,Zhang Yimou,"Aventura, Drama, Ação"
O Cobrador de Impostos,5.657,0 a 10,David Ayer,"Ação, Crime, Drama"
O Coelhinho de Veludo,7.0,0 a 10,Jennifer Perrott,"Animação, Família, Fantasia"
O Colecionador de Corpos,6.601,0 a 10,Marcus Dunstan,"Terror, Thriller"
O Colecionador de Corpos 2,6.346,0 a 10,Marcus Dunstan,"Terror, Thriller"
O Colecionador de Ossos,6.79,0 a 10,Phillip Noyce,"Drama, Mistério, Thriller, Crime"
O Coletivo,5.697,0 a 10,Tom DeNucci,"Ação, Thriller"
O Comando,5.8,0 a 10,Asif Akbar,"Ação, Crime, Thriller"
O Comando 10 de Navarone,6.198,0 a 10,Guy Hamilton,"Drama, Aventura, Guerra"
O Combate: Lágrimas do Guerreiro,6.344,0 a 10,Christophe Gans,"Ação, Crime"
O Comboio do Medo,7.42,0 a 10,William Friedkin,"Thriller, Aventura, Drama"
O Conde,6.18,0 a 10,Pablo Larraín,"Fantasia, Comédia, Terror"
O Conde de Monte Cristo,8.4,0 a 10,Alexandre de La Patellière,"Aventura, História, Ação, Drama, Romance, Thriller"
O Confronto,6.113,0 a 10,James Wong,"Ação, Ficção científica, Thriller"
O Conselheiro do Crime,5.269,0 a 10,Ridley Scott,"Thriller, Crime, Drama"
O Contador,7.1,0 a 10,Gavin O'Connor,"Crime, Thriller, Drama"
O Contador de Cartas,6.132,0 a 10,Paul Schrader,"Drama, Thriller"
O Conto da Princesa Kaguya,8.1,0 a 10,Isao Takahata,"Animação, Drama, Fantasia"
O Conto de Natal do Mickey,7.625,0 a 10,Burny Mattinson,"Família, Animação"
O Conto de Natal dos Muppets,7.4,0 a 10,Brian Henson,"Música, Comédia, Família, Fantasia, Drama"
O Contra-Ataque,6.2,0 a 10,Vincent Zhao Wenzhuo,"Ação, Mistério, Thriller"
O Convento,5.626,0 a 10,Christopher Smith,"Terror, Thriller"
O Corajoso Ratinho Despereaux,6.099,0 a 10,Robert Stevenhagen,"Aventura, Animação, Família"
O Coração do Anjo,4.2,0 a 10,Alan Parker,Desconhecido
O Coração do Guerreiro,4.2,0 a 10,Domingos de Oliveira,"Ação, Drama, Família, Romance"
O Corcel Negro,7.062,0 a 10,Carroll Ballard,"Família, Aventura"
O Corcunda de Notre Dame,7.117,0 a 10,Gary Trousdale,"Drama, Animação, Família"
O Corcunda de Notre Dame II: O Segredo do Sino,5.372,0 a 10,Bradley Raymond,"Animação, Família, Comédia"
O Corpo,7.554,0 a 10,Oriol Paulo,"Thriller, Mistério"
O Corvo,4.2,0 a 10,Alex Proyas,"Ação, Fantasia, Terror"
O Corvo: A Cidade dos Anjos,5.53,0 a 10,Tim Pope,"Ação, Fantasia, Thriller"
O Corvo: Vingança Maldita,3.8,0 a 10,Lance Mungia,"Ação, Terror, Fantasia"
"O Cozinheiro, o Ladrão, Sua Mulher e o Amante",7.347,0 a 10,Peter Greenaway,"Crime, Drama"
O Cremador,7.7,0 a 10,Juraj Herz,"Comédia, Terror, Drama"
O Cristal Encantado,7.113,0 a 10,Jim Henson,"Aventura, Família, Fantasia, Animação"
O Culpado,6.424,0 a 10,Antoine Fuqua,"Drama, Thriller"
O Culto de Chucky,5.812,0 a 10,Don Mancini,"Terror, Thriller"
O Culto do Mal,6.6,0 a 10,Wong Jing,"Ação, Fantasia, História"
O Curioso Caso de Benjamin Button,4.3,0 a 10,David Fincher,"Drama, Fantasia, Romance"
O Custo da Coragem,6.6,0 a 10,Joel Schumacher,"Drama, Crime, Thriller"
O Cão dos Baskervilles,7.089,0 a 10,Sidney Lanfield,"Mistério, Thriller, Terror"
O Cão e a Raposa,7.143,0 a 10,Ted Berman,"Aventura, Animação, Drama, Família"
O Cão e a Raposa 2,6.013,0 a 10,Jim Kammerud,"Aventura, Animação, Comédia, Família"
O Céu Que Nos Protege,6.5,0 a 10,Bernardo Bertolucci,"Drama, Aventura"
O Céu da Meia-Noite,5.8,0 a 10,George Clooney,"Ficção científica, Drama"
O Céu é de Verdade,6.711,0 a 10,Randall Wallace,Drama
O Círculo,5.5,0 a 10,James Ponsoldt,"Drama, Thriller, Ficção científica"
O Círculo Vermelho,7.627,0 a 10,Jean-Pierre Melville,"Crime, Thriller"
O Código,6.484,0 a 10,Boaz Yakin,"Ação, Crime, Thriller"
O Código Da Vinci,4.2,0 a 10,Ron Howard,"Thriller, Mistério"
O Defensor,6.7,0 a 10,Corey Yuen,"Drama, Ação, Thriller"
O Defensor: A História de Bert Trautmann,7.512,0 a 10,Marcus H. Rosenmüller,"Drama, Guerra, História"
O Demolidor,6.719,0 a 10,Marco Brambilla,"Crime, Ação, Ficção científica"
O Demônio das Onze Horas,7.4,0 a 10,Jean-Luc Godard,"Drama, Romance, Crime"
O Demônio dos Mares,6.0,0 a 10,Adrian Grünberg,"Thriller, Drama"
O Desafio das Águias,7.5,0 a 10,Brian G. Hutton,"Ação, Aventura, Guerra"
O Desafio de Marguerite,6.92,0 a 10,Anna Novion,Drama
O Desconhecido,6.157,0 a 10,Thomas M. Wright,"Thriller, Crime, Drama"
O Desejo Final,4.99,0 a 10,Timothy Woodward Jr.,Terror
O Desinformante!,6.105,0 a 10,Steven Soderbergh,"Drama, Comédia, Crime"
O Despertar,4.1,0 a 10,Bob Balaban,"Ficção científica, Aventura, Ação"
O Despertar da Lenda,6.213,0 a 10,Roy Chow Hin-Yeung,"Drama, Ação"
O Despertar das Tartarugas Ninja: O Filme,7.254,0 a 10,Andy Suriano,"Animação, Ação, Ficção científica"
O Despertar de uma Paixão,7.242,0 a 10,John Curran,"Romance, Drama"
O Desprezo,7.1,0 a 10,Jean-Luc Godard,"Drama, Romance"
O Destemido Senhor da Guerra,6.9,0 a 10,Clint Eastwood,"Guerra, Drama"
O Destino Bate à Sua Porta,6.5,0 a 10,Bob Rafelson,"Crime, Romance, Drama, Thriller"
O Destino Mudou Sua Vida,7.3,0 a 10,Michael Apted,"Música, Drama"
O Destino de Júpiter,5.453,0 a 10,Lana Wachowski,"Ficção científica, Fantasia, Ação"
O Destino de uma Nação,7.353,0 a 10,Joe Wright,"Drama, História"
O Destino do Poseidon,7.085,0 a 10,Ronald Neame,"Aventura, Drama, Thriller"
O Destino dos Velozes e Furiosos,4.3,0 a 10, James Wan,Desconhecido
O Destruidor,5.9,0 a 10,Tony Maylam,"Ação, Crime, Terror, Ficção científica"
O Dia Depois de Amanhã,6.5,0 a 10,Roland Emmerich,"Ação, Aventura, Ficção científica, Thriller"
O Dia Perfeito,5.67,0 a 10,Mitch Rouse,"Ação, Comédia"
O Dia da Desforra,7.253,0 a 10,Sergio Sollima,"Faroeste, Drama"
O Dia do Atentado,7.053,0 a 10,Peter Berg,"Ação, Crime, Drama, História, Thriller"
O Dia do Chacal,7.5,0 a 10,Fred Zinnemann,"Ação, Thriller"
O Dia em Que a Terra Parou,5.621,0 a 10,Scott Derrickson,"Drama, Ficção científica, Thriller"
O Dia em que a Terra Parou,7.461,0 a 10,Robert Wise,"Ficção científica, Thriller"
O Diabo Disse Não,6.9,0 a 10,Ernst Lubitsch,"Comédia, Romance, Fantasia, Drama"
O Diabo Vem à Noite,6.778,0 a 10,Scott Leaver,Terror
O Diabo Veste Prada,4.3,0 a 10,David Frankel,"Drama, Comédia"
O Diabo de Cada Dia,4.1,0 a 10, Antonio Campos,"Crime, Drama, Thriller"
O Diabo no Tribunal,5.85,0 a 10,Chris Holt,Documentário
O Dilema das Redes,7.472,0 a 10,Jeff Orlowski,"Documentário, Drama"
O Discurso do Rei,4.6,0 a 10,Tom Hooper,"Drama, História"
O Ditador,6.194,0 a 10,Larry Charles,Comédia
O Diário da Princesa,6.956,0 a 10,Garry Marshall,"Comédia, Família, Romance"
O Diário da Princesa 2: Casamento Real,6.7,0 a 10,Garry Marshall,"Comédia, Drama, Família, Romance"
O Diário de Anne Frank,7.222,0 a 10,George Stevens,"Drama, História"
O Diário de Bridget Jones,6.749,0 a 10,Sharon Maguire,"Comédia, Romance, Drama"
O Diário de Ellen Rimbauer,5.4,0 a 10,Craig R. Baxley,"Drama, Terror, Mistério, Thriller, Cinema TV"
O Diário de Uma Adolescente,6.584,0 a 10,Marielle Heller,"Drama, Romance"
O Diário de Uma Babá,6.4,0 a 10,Shari Springer Berman,"Comédia, Drama, Romance"
O Diário de um Banana: As Regras do Rodrick,6.9,0 a 10,Luke Cormican,"Animação, Comédia, Família"
O Diário de uma Virgem,5.765,0 a 10,Maggie Carey,"Comédia, Romance"
O Doador de Memórias,6.554,0 a 10,Phillip Noyce,"Drama, Ficção científica"
O Dono da Festa,6.027,0 a 10,Walt Becker,"Comédia, Romance"
O Dono da Festa 2,5.041,0 a 10,Mort Nathan,"Comédia, Romance"
O Dono da Festa 3: A Vez dos Calouros,5.4,0 a 10,Harvey Glazer,"Comédia, Romance"
O Dono do Jogo,6.756,0 a 10,Edward Zwick,"Thriller, Drama"
O Dossiê Pelicano,6.599,0 a 10,Alan J. Pakula,Thriller
O Dragão Chinês,7.1,0 a 10,Lo Wei,Ação
O Drama de Dunquerque,6.7,0 a 10,Leslie Norman,"Drama, Guerra"
O Dublê,7.176,0 a 10,David Leitch,"Ação, Comédia"
O Dublê do Diabo,6.7,0 a 10,Lee Tamahori,"Drama, Ação, Thriller, Crime, Guerra"
O Duelo,6.286,0 a 10,Luke Spencer Roberts,"Comédia, Drama"
O Duende,5.577,0 a 10,Mark Jones,"Terror, Comédia, Fantasia"
O Duende 4: No Espaço,4.567,0 a 10,Brian Trenchard-Smith,"Comédia, Fantasia, Terror, Ficção científica"
O Duende 5,4.846,0 a 10,Rob Spera,"Terror, Comédia"
O Duende Assassino,5.848,0 a 10,Brian Trenchard-Smith,"Comédia, Terror"
O Duende Perverso,4.88,0 a 10,Steven Ayromlooi,"Terror, Comédia"
O Duende: As Origens,4.504,0 a 10,Zach Lipovsky,Terror
O Duplo,6.5,0 a 10,Richard Ayoade,"Thriller, Drama"
O Duque de Burgundy,6.3,0 a 10,Peter Strickland,"Drama, Mistério, Romance"
O Durão,6.026,0 a 10,Etan Cohen,Comédia
O Elevador da Morte,5.08,0 a 10,Dick Maas,"Ação, Terror, Mistério, Thriller"
O Elo Perdido,5.419,0 a 10,Brad Silberling,"Aventura, Comédia, Ficção científica"
O Encontro de Carl,7.497,0 a 10,Bob Peterson,"Animação, Aventura, Família, Comédia"
O Encouraçado Potemkin,7.619,0 a 10,Sergei Eisenstein,"Drama, História, Guerra"
O Engenheiro,6.265,0 a 10,Danny A. Abeckaser,"Ação, Thriller, Mistério"
O Enigma da Pirâmide,6.734,0 a 10,Barry Levinson,"Mistério, Aventura"
O Enigma de Andrômeda,7.048,0 a 10,Robert Wise,"Ficção científica, Thriller"
O Enigma de Outro Mundo,8.06,0 a 10,John Carpenter,"Terror, Mistério, Ficção científica"
O Enigma do Horizonte,6.535,0 a 10,Paul W. S. Anderson,"Terror, Ficção científica, Mistério"
O Enigma do Mal,6.643,0 a 10,Sidney J. Furie,"Terror, Mistério, Thriller"
O Entregador,6.519,0 a 10,Daniel Calparsoro,"Thriller, Crime"
O Escafandro e a Borboleta,4.5,0 a 10,Julian Schnabel,"Drama, História"
O Escapista,6.165,0 a 10,Rupert Wyatt,"Ação, Thriller"
O Escondido,6.874,0 a 10,Jack Sholder,"Ficção científica, Thriller, Ação, Terror"
O Escorpião Rei,4.2,0 a 10,Chuck Russell,"Ação, Aventura, Fantasia, Drama"
O Escorpião Rei 2: A Saga de um Guerreiro,4.7,0 a 10,Russell Mulcahy,"Ação, Aventura, Fantasia, Ficção científica"
O Escorpião Rei 3: Batalha Pela Redenção,4.6,0 a 10,Roel Reiné,"Ação, Aventura, Fantasia, Drama"
O Escorpião Rei 4: Na Busca Pelo Poder,5.1,0 a 10,Mike Elliott,"Ação, Aventura, Fantasia"
O Escorpião Rei 5: O Livro das Almas,5.9,0 a 10,Don Michael Paul,"Ação, Aventura, Fantasia"
O Escritor Fantasma,4.4,0 a 10,Roman Polanski,"Thriller, Mistério"
O Escândalo,6.801,0 a 10,Jay Roach,Drama
O Espadachim,7.498,0 a 10,Choi Jae-hoon,"Ação, Drama, História"
O Espadachim II,6.5,0 a 10,Tony Ching Siu-Tung,"Ação, Fantasia, Aventura"
O Espanta Tubarões,6.031,0 a 10,Vicky Jenson,"Animação, Ação, Comédia, Família"
O Espaço Entre Nós,7.067,0 a 10,Peter Chelsom,"Romance, Aventura, Ficção científica, Drama"
O Especialista,5.878,0 a 10,Luis Llosa,"Ação, Thriller"
O Espelho,6.456,0 a 10,Mike Flanagan,Terror
O Espelho Tem Duas Faces,4.3,0 a 10, Barbra Streisand,"Comédia, Drama, Romance"
O Espetacular Homem-Aranha,6.706,0 a 10,Marc Webb,"Ação, Aventura, Ficção científica"
O Espetacular Homem-Aranha 2: A Ameaça de Electro,6.511,0 a 10,Marc Webb,"Ação, Aventura, Ficção científica"
O Espião Inglês,7.058,0 a 10,Dominic Cooke,"Thriller, História, Drama"
O Espião Que Sabia Demais,4.2,0 a 10, Tomas Alfredson,"Drama, Thriller, Mistério"
O Espião que Sabia Demais,4.2,0 a 10,Tomas Alfredson,"Drama, Thriller, Mistério"
O Esquadrão Suicida,7.512,0 a 10,James Gunn,"Ação, Comédia, Aventura"
O Estigma de Satanás,6.13,0 a 10,Piers Haggard,Terror
O Estrangeiro,6.963,0 a 10,Martin Campbell,"Ação, Thriller"
O Estrangulador de Boston,6.679,0 a 10,Matt Ruskin,"Crime, Mistério, Thriller"
O Estranho,7.2,0 a 10,Orson Welles,"Thriller, Crime"
O Estranho Mundo de Jack,4.4,0 a 10,Henry Selick,"Fantasia, Animação, Família"
O Estranho Que Nós Amamos,7.1,0 a 10,Don Siegel,"Thriller, Drama, Guerra"
O Estranho Sem Nome,7.358,0 a 10,Clint Eastwood,"Faroeste, Drama, Mistério"
O Estranho Thomas,6.931,0 a 10,Stephen Sommers,"Mistério, Thriller"
O Estranho que Nós Amamos,5.9,0 a 10,Sofia Coppola,Drama
O Evangelho Segundo São Mateus,7.4,0 a 10,Pier Paolo Pasolini,Drama
O Ex-Namorado da Minha Mulher,5.206,0 a 10,Jesse Peretz,"Comédia, Romance"
O Exame Chūnin das Chamas! Naruto vs Konohamaru!,7.4,0 a 10,Hayato Date,"Animação, Ação"
O Exorcismo,4.802,0 a 10,Joshua John Miller,"Terror, Thriller"
O Exorcismo de Emily Rose,6.589,0 a 10,Scott Derrickson,"Crime, Drama, Terror, Thriller"
O Exorcista,7.736,0 a 10,William Friedkin,"Terror, Drama"
O Exorcista II: O Herege,4.525,0 a 10,John Boorman,"Drama, Terror, Thriller"
O Exorcista III,6.219,0 a 10,William Peter Blatty,"Terror, Mistério"
O Exorcista do Papa,6.997,0 a 10,Julius Avery,"Terror, Thriller"
O Exorcista: O Devoto,5.942,0 a 10,David Gordon Green,"Terror, Thriller"
O Exorcista: O Início,4.1,0 a 10,Paul Schrader,"Terror, Mistério, Thriller"
O Expresso Polar,6.719,0 a 10,Robert Zemeckis,"Animação, Aventura, Família, Fantasia"
O Expresso da Meia-Noite,7.5,0 a 10,Alan Parker,"Drama, Crime"
O Expresso de Chicago,6.7,0 a 10,Arthur Hiller,"Comédia, Crime, Romance, Thriller"
O Exterminador do Futuro,7.66,0 a 10,James Cameron,"Ação, Thriller, Ficção científica"
O Exterminador do Futuro 2: O Julgamento Final,4.3,0 a 10, James Cameron,"Ação, Thriller, Ficção científica"
O Exterminador do Futuro 3: A Rebelião das Máquinas,6.167,0 a 10,Jonathan Mostow,"Ação, Thriller, Ficção científica"
O Exterminador do Futuro: A Salvação,6.063,0 a 10,McG,"Ação, Ficção científica, Thriller"
O Exterminador do Futuro: Destino Sombrio,6.445,0 a 10,Tim Miller,"Ficção científica, Ação, Aventura"
O Exterminador do Futuro: Gênesis,5.938,0 a 10,Alan Taylor,"Ficção científica, Ação, Thriller, Aventura"
O Exército das Sombras,7.9,0 a 10,Jean-Pierre Melville,"Guerra, História, Thriller"
O Exótico Hotel Marigold,4.2,0 a 10,John Madden,"Drama, Comédia"
O Fabricante de Lágrimas,6.526,0 a 10,Alessandro Genovesi,"Romance, Drama"
O Fabuloso Destino de Amélie Poulain,4.5,0 a 10,Jean-Pierre Jeunet,"Comédia, Romance"
O Fabuloso Doutor Dolittle,6.101,0 a 10,Richard Fleischer,"Música, Família, Comédia, Fantasia"
O Fada do Dente,5.468,0 a 10,Michael Lembeck,"Comédia, Família, Fantasia"
O Falcão,8.2,0 a 10,Gerardo Dorantes,"Drama, Ação, Thriller"
O Fantasma Contra Scotland Yard,6.743,0 a 10,André Hunebelle,"Comédia, Crime, Aventura, Fantasia"
O Fantasma da Ópera,4.2,0 a 10, Dario Argento,"Thriller, Drama, Romance"
O Fantasma do Lorde Farquaad,6.023,0 a 10,Simon J. Smith,"Fantasia, Animação, Comédia, Família, Aventura"
O Fantasma do Paraíso,7.455,0 a 10,Brian De Palma,"Música, Comédia, Terror, Fantasia"
O Fantástico Mundo do Dr. Kellogg,5.558,0 a 10,Alan Parker,"Comédia, Romance, Drama"
O Fantástico Retorno a Oz,5.071,0 a 10,Fedor Dmitriev,"Animação, Aventura, Fantasia, Família"
O Fantástico Sr. Raposo,7.806,0 a 10,Wes Anderson,"Aventura, Animação, Comédia, Família"
O Fantástico Super-Homem,6.5,0 a 10,Robert Stevenson,"Comédia, Família, Ficção científica"
O Farol,4.3,0 a 10, Robert Eggers,"Drama, Fantasia, Thriller"
O Feitiço de Áquila,7.028,0 a 10,Richard Donner,"Aventura, Comédia, Fantasia"
O Filho da Pantera Cor-de-Rosa,4.644,0 a 10,Blake Edwards,"Comédia, Crime"
O Filho de Chucky,5.5,0 a 10,Don Mancini,"Comédia, Terror"
O Filho de Deus,6.866,0 a 10,Christopher Spencer,Drama
O Filho de Frankenstein,6.7,0 a 10,Rowland V. Lee,"Terror, Ficção científica"
O Filho de Godzilla,6.4,0 a 10,Jun Fukuda,"Aventura, Família, Ficção científica"
O Filho do Ace Ventura,3.355,0 a 10,David Mickey Evans,"Comédia, Família, Aventura, Crime"
O Filho do Homem,0.0,0 a 10,Alexandre Machafer,Drama
O Filho do Máskara,4.209,0 a 10,Lawrence Guterman,"Fantasia, Comédia, Família, Aventura"
O Fim da Escuridão,4.0,0 a 10,Martin Campbell,"Crime, Drama, Mistério, Thriller"
O Fim do Mundo,6.3,0 a 10,Rudolph Maté,Ficção científica
O Forasteiro - Violência Sem Limites,6.265,0 a 10,Eduardo Rodríguez,"Aventura, Drama, Ação, Thriller"
O Franco Atirador,8.006,0 a 10,Michael Cimino,"Drama, Guerra"
