id,titulo,nota,tipo de nota,diretor,generos
5514,O Segredo dos Animais,5.863,0 a 10,Steve Oedekerk,"Animação, Comédia, Família"
5515,Jogos Psicológicos,4.844,0 a 10,Olga Akatyeva,"Drama, Thriller"
5516,Preso na Escuridão,7.446,0 a 10,Alejandro Amenábar,"Drama, Thriller, Ficção científica"
5517,Mãe e Pai,5.38,0 a 10,Brian Taylor,"Comédia, Terror"
5518,Operação Red Sparrow,6.5,0 a 10,Francis Lawrence,"Thriller, Mistério"
5519,"McBride: It's Murder, Madam",6.6,0 a 10,Kevin Connor,"Cinema TV, Mistério"
5520,Os Bandidos do Tempo,6.586,0 a 10,Terry Gilliam,"Família, Fantasia, Ficção científica, Aventura, Comédia"
5521,Pokémon 4: Viajantes do Tempo,6.48,0 a 10,Kunihiko Yuyama,"Aventura, Fantasia, Animação, Ficção científica, Família"
5522,Cujo,6.111,0 a 10,Lewis Teague,"Terror, Thriller"
5523,O Mestre das Sombras,6.727,0 a 10,Pearry Reginald Teo,"Ação, Fantasia, Thriller"
5524,Os Perdedores,6.268,0 a 10,Sylvain White,"Ação, Aventura, Crime, Mistério, Thriller"
5525,A Trama,6.8,0 a 10,Alan J. Pakula,"Crime, Drama, Thriller"
5526,O Fantasma da Ópera,7.255,0 a 10,Joel Schumacher,"Thriller, Drama, Romance"
5527,Caçados,5.858,0 a 10,Darrell James Roodt,"Aventura, Terror, Thriller"
5528,"Berserk - A Era de Ouro, Ato 3: A Queda",7.665,0 a 10,Toshiyuki Kubooka,"Animação, Ação, Aventura, Drama, Fantasia"
5529,Sintonia de Amor,6.738,0 a 10,Nora Ephron,"Comédia, Drama, Romance"
5530,Dois Lados do Amor,6.188,0 a 10,Ned Benson,Drama
5531,Believer 2,6.805,0 a 10,Baik,Thriller
5532,Oliver!,6.974,0 a 10,Carol Reed,"Drama, Família, Música"
5533,Um Salto Para a Felicidade,6.846,0 a 10,Garry Marshall,"Comédia, Romance"
5534,Férias Frustradas de Verão,6.4,0 a 10,Greg Mottola,"Comédia, Drama"
5535,O Escorpião Rei 5: O Livro das Almas,5.9,0 a 10,Don Michael Paul,"Ação, Aventura, Fantasia"
5536,団鬼六　緊縛卍責め,2.0,0 a 10,Ikuo Sekimoto,Drama
5537,Picardias Estudantis,6.803,0 a 10,Amy Heckerling,Comédia
5538,Last Flight,3.2,0 a 10,Vincent Zhou,"Ação, Thriller"
5539,A Milhões de Quilômetros,7.758,0 a 10,Alejandra Márquez Abella,"Drama, História"
5540,Air: A História Por Trás do Logo,7.352,0 a 10,Ben Affleck,"Drama, História"
5541,女教師日記　禁じられた性,5.8,0 a 10,Hideo Nakata,Romance
5542,The Legend of Maula Jatt,8.3,0 a 10,Bilal Lashari,"Drama, Fantasia, Ação"
5543,O Mais Longo dos Dias,7.582,0 a 10,Ken Annakin,"Guerra, Ação, Drama"
5544,Nahir – Entre a Paixão e as Grades,6.0,0 a 10,Hernán Guerschuny,"Crime, Drama, Thriller"
5545,John Wick: Capítulo 5,0.0,0 a 10,Diretor não encontrado,"Ação, Crime, Thriller"
5546,Em Guerra com o Vovô,6.445,0 a 10,Tim Hill,"Comédia, Família"
5547,O Fantasma do Lorde Farquaad,6.023,0 a 10,Simon J. Smith,"Fantasia, Animação, Comédia, Família, Aventura"
5548,Os Guerreiros Pilantras,7.344,0 a 10,Brian G. Hutton,"Aventura, Comédia, Guerra"
5549,Kang Mak (from Pee Mak),7.6,0 a 10,Herwin Novianto,"Comédia, Terror, Romance, Guerra"
5550,Boneco do Mal,5.957,0 a 10,William Brent Bell,"Terror, Mistério, Thriller"
5551,Amadeus,8.0,0 a 10,Miloš Forman,"História, Música, Drama"
5552,Os Girassoís da Rússia,7.5,0 a 10,Vittorio De Sica,"Drama, Guerra"
5553,Perra Vida,7.421,0 a 10,Felipe Braun,"Comédia, Romance"
5554,Contos do Dia das Bruxas,6.988,0 a 10,Michael Dougherty,"Terror, Comédia"
5555,Atraídos pelo Desejo,3.931,0 a 10,Igor Voloshin,"Thriller, Drama"
5556,Tá Dando Onda,6.4,0 a 10,Chris Buck,"Animação, Comédia, Família"
5557,V/H/S/94,6.144,0 a 10,Jennifer Reeder,"Terror, Thriller"
5558,Coma - A Dimensão do Futuro,6.413,0 a 10,Nikita Argunov,"Ficção científica, Aventura, Ação"
5559,Conferência Mortal,5.4,0 a 10,Patrik Eklund,"Terror, Comédia, Thriller"
5560,Tin & Tina,5.991,0 a 10,Rubin Stein,"Terror, Thriller, Mistério"
5561,Um Hotel Bom pra Cachorro,6.038,0 a 10,Thor Freudenthal,"Comédia, Família"
5562,Transfusão,6.1,0 a 10,Matt Nable,"Crime, Ação, Drama"
5563,Em Uma Ilha Bem Distante,6.614,0 a 10,Vanessa Jopp,"Romance, Comédia"
5564,Memórias de uma Gueixa,7.665,0 a 10,Rob Marshall,"Drama, Romance, História"
5565,O Demônio dos Mares,6.0,0 a 10,Adrian Grünberg,"Thriller, Drama"
5566,Atrás das Linhas Inimigas,6.4,0 a 10,John Moore,"Ação, Drama, Thriller, Guerra"
5567,Fora de Controle,5.42,0 a 10,Barry Levinson,"Comédia, Drama"
5568,A Visita,6.329,0 a 10,M. Night Shyamalan,"Terror, Mistério"
5569,モーニング・ムーンは粗雑に,3.0,0 a 10,Masanori Watanabe,Drama
5570,Cerco ao Terror: Ataque ao Templo,6.194,0 a 10,Ken Ghosh,"Ação, Drama"
5571,Ruína Azul,6.802,0 a 10,Jeremy Saulnier,"Crime, Thriller"
5572,O Ataque dos Vermes Malditos 2,6.237,0 a 10,S.S. Wilson,"Ação, Terror, Comédia, Ficção científica, Thriller"
5573,Evangelion: 2.0 Você (Não) Pode Avançar,7.799,0 a 10,Masayuki,"Animação, Ficção científica, Ação, Drama"
5574,Mestre dos Mares: O Lado Mais Distante do Mundo,7.154,0 a 10,Peter Weir,"Aventura, Drama, Guerra"
5575,Acrimônia,6.75,0 a 10,Tyler Perry,"Drama, Thriller"
5576,Dia dos Mortos,7.037,0 a 10,George A. Romero,"Terror, Drama, Mistério"
5577,Presente Amaldiçoado,6.709,0 a 10,Patrick Ridremont,"Terror, Thriller, Drama"
5578,Dentro,5.637,0 a 10,Vasilis Katsoupis,"Thriller, Drama"
5579,Era Uma Vez na China,7.1,0 a 10,Tsui Hark,"Ação, Drama"
5580,Eu Só Posso Imaginar,7.505,0 a 10,Jon Erwin,"Música, Drama"
5581,Jogos Mortais VI,6.288,0 a 10,Kevin Greutert,"Terror, Thriller"
5582,O Babadook,6.522,0 a 10,Jennifer Kent,"Drama, Terror"
5583,Cadáver,5.594,0 a 10,Diederik Van Rooijen,"Terror, Drama"
5584,Colinas de Sangue,5.792,0 a 10,Dave Parker,"Terror, Thriller"
5585,Monstrous,5.9,0 a 10,Chris Sivertson,"Terror, Mistério, Thriller"
5586,As Viúvas,6.495,0 a 10,Steve McQueen,"Crime, Thriller"
5587,Looney Tunes: De Volta à Ação,6.359,0 a 10,Joe Dante,"Animação, Comédia, Família"
5588,Lucas: Um Intruso no Formigueiro,5.726,0 a 10,John A. Davis,"Fantasia, Aventura, Animação, Comédia, Família"
5589,СуперБобровы,4.888,0 a 10,Dmitriy Dyachenko,Comédia
5590,Coherence,7.24,0 a 10,James Ward Byrkit,"Thriller, Ficção científica"
5591,O Leitor,7.47,0 a 10,Stephen Daldry,"Drama, Romance"
5592,매춘 2016,5.0,0 a 10,Lee Sang-woo,"Drama, Romance"
5593,Holocausto Canibal 2: A Historia de Catherine Miles,6.025,0 a 10,Mario Gariazzo,"Aventura, Drama, Terror"
5594,Júlio César,7.02,0 a 10,Joseph L. Mankiewicz,"Drama, História"
5595,A Missão,7.394,0 a 10,Roland Joffé,"Aventura, Drama, Ação, História"
5596,AEW All In: London,7.5,0 a 10,Diretor não encontrado,Ação
5597,McQuade: O Lobo Solitário,6.501,0 a 10,Steve Carver,"Ação, Crime"
5598,The Unhealer,6.1,0 a 10,Martin Guigui,"Fantasia, Thriller, Terror"
5599,Huggo,0.0,0 a 10,Katie Harriman,"Drama, Comédia"
5600,O Último dos Valentões,6.575,0 a 10,Dick Richards,"Crime, Mistério, Thriller"
5601,"Dave, Presidente por um Dia",6.65,0 a 10,Ivan Reitman,Comédia
5602,A Insustentável Leveza do Ser,6.9,0 a 10,Philip Kaufman,"Drama, Romance"
5603,Dias Melhores,8.1,0 a 10,Derek Tsang,"Drama, Romance, Thriller, Crime"
5604,映画ドラえもん のび太の月面探査記,7.625,0 a 10,Shinnosuke Yakuwa,"Animação, Aventura, Comédia, Ficção científica, Fantasia, Família"
5605,"Natsu e no Tunnel, Sayonara no Deguchi",7.7,0 a 10,Tomohisa Taguchi,"Animação, Drama, Romance, Fantasia"
5606,O Trem,7.5,0 a 10,John Frankenheimer,"Guerra, Thriller"
5607,A Fera do Rock,6.275,0 a 10,Jim McBride,"Drama, História, Música"
5608,From The Rain,0.0,0 a 10,Marc Marashi,"Terror, Drama"
5609,South Park: Entrando no Panderverso,7.776,0 a 10,Trey Parker,"Animação, Comédia, Ficção científica, Cinema TV"
5610,Suspeita,7.1,0 a 10,Alfred Hitchcock,"Mistério, Romance, Thriller"
5611,A Maldição de Frankenstein,6.7,0 a 10,Terence Fisher,"Terror, Ficção científica"
5612,47 Ronins,6.179,0 a 10,Carl Rinsch,"Drama, Ação, Fantasia"
5613,Ran,8.069,0 a 10,Akira Kurosawa,"Ação, Drama, História"
5614,Doce Novembro,6.9,0 a 10,Pat O'Connor,"Drama, Romance"
5615,Barbie: Moda e Magia,7.215,0 a 10,William Lau,"Família, Animação"
5616,Naruto Shippuden 4: A Torre Perdida,7.096,0 a 10,Masahiko Murata,"Aventura, Ação, Animação"
5617,Nunca Mais,6.661,0 a 10,Michael Apted,"Drama, Thriller"
5618,Trilogia do Terror,6.22,0 a 10,Dan Curtis,"Terror, Thriller, Cinema TV"
5619,O Sonho de Red,6.18,0 a 10,John Lasseter,"Animação, Família"
5620,Ben 10: Destruição Alienígena,6.3,0 a 10,Victor Cook,"Animação, Ficção científica, Família, Ação"
5621,El duelo,6.1,0 a 10,Augusto Tejada,"Ação, Comédia, Crime"
5622,Amargo Reencontro,4.8,0 a 10,Robert Angelo,"Drama, Thriller"
5623,Close,7.8,0 a 10,Lukas Dhont,Drama
5624,Armações do Amor,5.817,0 a 10,Tom Dey,"Romance, Comédia"
5625,Elizabeth Taylor - As Fitas Perdidas,7.2,0 a 10,Nanette Burstein,Documentário
5626,A Face Oculta,6.7,0 a 10,Marlon Brando,"Faroeste, Drama"
5627,This Is Me... Now: Uma História de Amor,5.275,0 a 10,Dave Meyers,"Drama, Música"
5628,Um Limite Entre Nós,6.865,0 a 10,Denzel Washington,Drama
5629,Superação: O Milagre da Fé,7.6,0 a 10,Roxann Dawson,Drama
5630,O Sobrevivente,6.527,0 a 10,Paul Michael Glaser,"Ação, Ficção científica, Thriller, Crime"
5631,El Cid,6.858,0 a 10,Anthony Mann,"Ação, Drama, História, Romance, Guerra"
5632,Dampyr: O Filho do Vampiro,6.349,0 a 10,Riccardo Chemello,"Terror, Fantasia, Ação"
5633,Stitch! O Filme,6.451,0 a 10,Bobs Gannaway,"Comédia, Aventura, Família, Animação"
5634,Scarygirl,6.9,0 a 10,Ricard Cussó,"Animação, Aventura, Família, Fantasia"
5635,Loucademia de Polícia 7: Missão Moscou,4.6,0 a 10,Alan Metter,"Comédia, Crime"
5636,Sweet & Sour,7.772,0 a 10,Lee Kae-byeok,"Drama, Romance, Comédia"
5637,लैला मजनू,6.808,0 a 10,Sajid Ali,"Drama, Romance"
5638,Calvário,7.107,0 a 10,John Michael McDonagh,Drama
5639,Emma,7.045,0 a 10,Autumn de Wilde,"Comédia, Romance"
5640,A Espada e os Bárbaros,5.4,0 a 10,Albert Pyun,"Ação, Aventura, Fantasia, Terror"
5641,A Múmia,6.8,0 a 10,Karl Freund,"Terror, Drama, Fantasia"
5642,"Corra, Lola, Corra",7.29,0 a 10,Tom Tykwer,"Ação, Drama, Thriller"
5643,Wall Street: Poder e Cobiça,7.165,0 a 10,Oliver Stone,"Crime, Drama"
5644,"E Aí, Meu Irmão, Cadê Você?",7.33,0 a 10,Joel Coen,"Aventura, Comédia, Crime"
5645,Tiempo de silencio y destrucción,0.0,0 a 10,Joan López Lloret,Documentário
5646,O Reencontro,6.84,0 a 10,Lawrence Kasdan,"Comédia, Drama"
5647,18 Anos Depois,6.6,0 a 10,Michihito Fujii,"Romance, Drama"
5648,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,6.347,0 a 10,Kazuki Akane,"Ação, Animação"
5649,"Josee, o Tigre e o Peixe",8.259,0 a 10,Kotaro Tamura,"Animação, Drama, Romance"
5650,O Último Caso do Sr. Monk,7.102,0 a 10,Randall Zisk,"Comédia, Crime, Mistério, Cinema TV"
5651,Triple 9: Polícia em Poder da Máfia,5.973,0 a 10,John Hillcoat,"Ação, Crime, Aventura, Thriller"
5652,Era Uma Vez em Nova York,6.3,0 a 10,James Gray,"Drama, Romance"
5653,Uma Parte de Você,6.721,0 a 10,Sigge Eklund,Drama
5654,O Expresso da Meia-Noite,7.5,0 a 10,Alan Parker,"Drama, Crime"
5655,Da Magia à Sedução,6.764,0 a 10,Griffin Dunne,"Romance, Comédia, Fantasia"
5656,Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,5.2,0 a 10,Rolfe Kanefsky,"Comédia, Fantasia, Ficção científica"
5657,Desafiando os Limites,7.637,0 a 10,Roger Donaldson,"Drama, Aventura, História"
5658,Os Vingadores,4.398,0 a 10,Jeremiah S. Chechik,"Ação, Aventura, Thriller, Ficção científica, Comédia"
5659,Liga da Justiça: Ponto de Ignição,7.891,0 a 10,Jay Oliva,"Animação, Ficção científica, Ação, Aventura"
5660,Tropa de Elite 2: O Inimigo Agora é Outro,7.81,0 a 10,José Padilha,"Drama, Ação, Crime"
5661,Os Piratas do Rock,7.25,0 a 10,Richard Curtis,"Drama, Comédia"
5662,Operação Condor: Um Kickboxer Muito Louco,7.328,0 a 10,Jackie Chan,"Ação, Aventura, Crime, Thriller"
5663,Mucha mierda,0.0,0 a 10,Alba Sotorra,Documentário
5664,Meus Sogros Tão pro Crime,6.0,0 a 10,Tyler Spindel,"Romance, Ação, Comédia"
5665,香港奇案之二《兇殺》,4.7,0 a 10,Hua Shan,"Terror, Crime"
5666,Sexta-Feira 13 - Parte 5: Um Novo Começo,5.3,0 a 10,Danny Steinmann,"Terror, Thriller"
5667,Intenções Perigosas,5.1,0 a 10,Andrew Stevens,"Drama, Thriller"
5668,Apache Junction – Cidade Sem Lei,6.351,0 a 10,Justin Lee,"Faroeste, Ação, Crime"
5669,Sensual Exposure,6.6,0 a 10,Andrew Blake,"Romance, Drama"
5670,XXY,6.832,0 a 10,Lucía Puenzo,Drama
5671,Refúgio,5.7,0 a 10,Tim Fehlbaum,"Ficção científica, Thriller"
5672,175cm逆バニー風俗 天国に一番近いド淫乱ハイタワースペシャル 美顔 美乳 美脚でイキすぎ中出し20射精フルコース 佐野ゆま,0.0,0 a 10,Diretor não encontrado,
5673,O Pesadelo 2,5.443,0 a 10,Jeff Betancourt,"Terror, Thriller"
5674,A Perseguição,6.566,0 a 10,Joe Carnahan,"Drama, Thriller, Ação, Aventura"
5675,O Monastério,6.131,0 a 10,Bartosz M. Kowalski,"Terror, Mistério"
5676,Operação França,7.526,0 a 10,William Friedkin,"Ação, Crime, Thriller"
5677,Un actor malo,7.375,0 a 10,Jorge Cuchí,Drama
5678,O Corcunda de Notre Dame,6.6,0 a 10,Jean Delannoy,"Drama, História, Terror"
5679,Os Ultimos 10 Anos,6.824,0 a 10,Michihito Fujii,"Drama, Romance"
5680,黄金大逃狱,6.8,0 a 10,Huang Yi,Crime
5681,Terror no Pântano 4,5.7,0 a 10,Adam Green,"Comédia, Terror"
5682,Fenômenos Paranormais,6.285,0 a 10,Stuart Ortiz,"Thriller, Terror"
5683,Cinquenta Tons de Preto,4.883,0 a 10,Michael Tiddes,"Romance, Comédia"
5684,Salsa Ni L,0.0,0 a 10,Rodante Y. Pajerma Jr.,Drama
5685,O Filho de Deus,6.866,0 a 10,Christopher Spencer,Drama
5686,"Madrid, 1987",6.4,0 a 10,David Trueba,Drama
5687,A Morte de Stalin,7.01,0 a 10,Armando Iannucci,"Comédia, Drama, História"
5688,Fúria em Duas Rodas,5.236,0 a 10,Joseph Kahn,Ação
5689,Histórias de amor,7.0,0 a 10,Aditya Chopra,"Drama, Romance"
5690,O Príncipe,4.9,0 a 10,Brian A. Miller,"Thriller, Ação"
5691,A Menina que Roubava Livros,7.488,0 a 10,Brian Percival,Drama
5692,A Sombra e a Escuridão,6.8,0 a 10,Stephen Hopkins,"Aventura, Ação, Thriller, Terror, História"
5693,血戀II,4.6,0 a 10,Jiro Ishimura,"Crime, Terror"
5694,Tudo Que Uma Garota Quer,6.3,0 a 10,Dennie Gordon,"Comédia, Romance, Drama, Família"
5695,Sem Direito a Resgate,5.735,0 a 10,Daniel Schechter,"Comédia, Crime"
5696,Historias de sexo,7.25,0 a 10,Matías Cruz,Drama
5697,O Punho do Condor,7.3,0 a 10,Ernesto Díaz Espinoza,Ação
5698,A Lenda do Cavaleiro Verde,6.6,0 a 10,David Lowery,"Aventura, Drama, Fantasia"
5699,Erin Brockovich: Uma Mulher de Talento,7.4,0 a 10,Steven Soderbergh,Drama
5700,Sobre Ontem a Noite,6.0,0 a 10,Edward Zwick,"Comédia, Drama, Romance"
5701,Os Visitantes II,6.0,0 a 10,Jean-Marie Poiré,"Comédia, Fantasia"
5702,Violência Gratuita,6.555,0 a 10,Michael Haneke,"Thriller, Terror"
5703,Monster Trucks,6.109,0 a 10,Chris Wedge,"Ação, Comédia, Ficção científica"
5704,"Espelho, Espelho Meu",5.9,0 a 10,Tarsem Singh,"Aventura, Comédia, Família, Fantasia"
5705,O Gosto do Chá,7.455,0 a 10,Katsuhito Ishii,"Comédia, Drama"
5706,A Filha da Luz,5.345,0 a 10,Chuck Russell,"Drama, Terror, Thriller, Crime"
5707,2037,7.241,0 a 10,Mo Hong-jin,Drama
5708,Rastro de Maldade,6.854,0 a 10,S. Craig Zahler,"Faroeste, Terror, Drama"
5709,Os Demônios de Dorothy Mills,6.086,0 a 10,Agnès Merlet,"Drama, Thriller, Mistério, Terror"
5710,Em Algum Lugar do Passado,7.509,0 a 10,Jeannot Szwarc,"Drama, Fantasia, Romance"
5711,"Capitão Ron, o Louco Lobo dos Mares",5.542,0 a 10,Thom Eberhardt,"Aventura, Comédia"
5712,Voice of Shadows,0.0,0 a 10,Nicholas Bain,"Terror, Mistério, Thriller"
5713,Em Defesa de Cristo,6.824,0 a 10,Jon Gunn,Drama
5714,Weird: The Al Yankovic Story,6.678,0 a 10,Eric Appel,"Música, Comédia, Crime"
5715,O Amor Vem Devagar,6.668,0 a 10,Michael Landon Jr.,"Cinema TV, Faroeste, Romance, Drama"
5716,Escape Room,6.543,0 a 10,Adam Robitel,"Terror, Thriller, Mistério"
5717,필사의 추격,3.7,0 a 10,Kim Jae-hoon,"Ação, Aventura, Comédia"
5718,A Garota da Capa Vermelha,5.975,0 a 10,Catherine Hardwicke,"Thriller, Drama, Fantasia, Mistério, Terror"
5719,Pokémon: Giratina e o Cavaleiro do Céu,6.754,0 a 10,Kunihiko Yuyama,"Família, Aventura, Animação, Fantasia"
5720,Sword Art Online Progressive: Ária de uma Noite Sem Estrelas,7.9,0 a 10,Ayako Kono,"Animação, Ação, Fantasia, Ficção científica"
5721,假如，我是这世上最爱你的人,0.0,0 a 10,Liu Fendou,"Drama, Comédia"
5722,Pássaro Branco: Uma História de Extraordinário,7.9,0 a 10,Marc Forster,"Drama, Família, Guerra, História"
5723,Phineas e Ferb: O Filme: Candace Contra o Universo,7.3,0 a 10,Dan Povenmire,"Família, Animação, Ficção científica, Comédia"
5724,"Shrek, o Musical",7.188,0 a 10,Michael John Warren,"Música, Comédia, Fantasia"
5725,O Agente Teen,5.5,0 a 10,Harald Zwart,"Ação, Aventura, Comédia, Família"
5726,O Bebê de Rosemary,7.828,0 a 10,Roman Polanski,"Drama, Terror, Thriller"
5727,विस्फोट,0.0,0 a 10,Kookie Gulati,"Thriller, Crime"
5728,Meu Nome Era Eileen,6.2,0 a 10,William Oldroyd,Thriller
5729,"48 Horas, Parte 2",5.978,0 a 10,Walter Hill,"Thriller, Ação, Comédia, Crime, Drama"
5730,Tiro Certo,6.8,0 a 10,James Nunn,Ação
5731,Sintonizada em Você,7.8,0 a 10,Jung Ji-woo,"Romance, Drama"
5732,O Ano Mais Violento,6.607,0 a 10,J.C. Chandor,"Crime, Drama, Thriller"
5733,Frankenstein: Entre Anjos e Demônios,5.361,0 a 10,Stuart Beattie,"Terror, Thriller"
5734,Quando um Estranho Chama,5.747,0 a 10,Simon West,"Terror, Mistério"
5735,O Sentido do Fim,6.4,0 a 10,Ritesh Batra,"Mistério, Drama"
5736,"Uma Escola Muito Especial, Para Garotas",5.7,0 a 10,Noel Black,"Comédia, Romance"
5737,O Salário do Medo,8.04,0 a 10,Henri-Georges Clouzot,"Drama, Thriller, Aventura"
5738,Em Nome da Honra,6.928,0 a 10,Wong Jing,"Ação, Comédia, Aventura"
5739,Kingsglaive: Final Fantasy XV,6.756,0 a 10,Takeshi Nozue,"Animação, Ficção científica, Ação"
5740,Godzilla vs Megaguirus,6.6,0 a 10,Masaaki Tezuka,"Ação, Ficção científica, Thriller, Terror"
5741,Minha Bela Dama,7.512,0 a 10,George Cukor,"Música, Comédia, Romance, Drama"
5742,Passageiro 57,5.962,0 a 10,Kevin Hooks,"Ação, Aventura, Thriller"
5743,Confissões de uma Garota de Programa,5.024,0 a 10,Steven Soderbergh,Drama
5744,Saindo do Armário,6.8,0 a 10,Simon Shore,"Drama, Romance"
5745,Sex Games,4.8,0 a 10,Mac Alejandre,Drama
5746,Frozen III,0.0,0 a 10,Diretor não encontrado,"Animação, Família, Fantasia, Comédia, Aventura"
5747,Pokémon 3: O Feitiço dos Unown,6.51,0 a 10,Kunihiko Yuyama,"Aventura, Fantasia, Animação, Ação, Família"
5748,O Casamento do Meu Melhor Amigo,6.605,0 a 10,P.J. Hogan,"Comédia, Romance"
5749,30 Noites de Atividade Paranormal com a Filha dos Homens que Não Amavam as Mulheres,4.076,0 a 10,Craig Moss,Comédia
5750,Predadores Assassinos,6.318,0 a 10,Alexandre Aja,"Terror, Thriller"
5751,Os 4 Malfeitores,6.8,0 a 10,Timo Tjahjanto,"Ação, Comédia, Crime, Thriller"
5752,Crossroads: Amigas Para Sempre,5.251,0 a 10,Tamra Davis,"Drama, Romance, Comédia"
5753,Estrondo na Escuridão,6.203,0 a 10,Parker Phillips,"Thriller, Ação"
5754,Joe Kidd,6.5,0 a 10,John Sturges,Faroeste
5755,Blackfish: Fúria Animal,7.865,0 a 10,Gabriela Cowperthwaite,Documentário
5756,Justiça Para Todos,7.061,0 a 10,Norman Jewison,Drama
5757,O Exorcista: O Início,5.419,0 a 10,Renny Harlin,"Terror, Mistério, Thriller"
5758,"Hooper, o Homem das Mil Façanhas",6.3,0 a 10,Hal Needham,"Ação, Comédia"
5759,TÁR,7.1,0 a 10,Todd Field,"Drama, Música"
5760,Vírus,6.066,0 a 10,Àlex Pastor,"Ação, Drama, Terror, Ficção científica, Thriller"
5761,Quero Ser Grande,7.166,0 a 10,Penny Marshall,"Fantasia, Drama, Comédia, Romance, Família"
5762,Samurai X 2: O Inferno de Kyoto,7.634,0 a 10,Keishi Otomo,"Ação, Aventura, Drama, Fantasia"
5763,หอแต๋วแตก แหกสัปะหยด,4.0,0 a 10,Poj Arnon,"Comédia, Terror"
5764,Táxi - Velocidade nas Ruas,6.7,0 a 10,Gérard Pirès,"Ação, Comédia, Crime, Aventura"
5765,Como Enlouquecer Seu Chefe,7.378,0 a 10,Mike Judge,Comédia
5766,Nina,7.5,0 a 10,Andrea Jaurrieta,"Drama, Thriller"
5767,Gat-Bull,7.967,0 a 10,Rosana Sullivan,"Animação, Família, Drama"
5768,Sem Retorno,6.419,0 a 10,Tarsem Singh,"Ficção científica, Mistério, Thriller, Ação"
5769,Corajosos,7.6,0 a 10,Alex Kendrick,Drama
5770,Descendentes: O Casamento Real,6.683,0 a 10,Salvador Simó,"Animação, Família, Comédia, Drama"
5771,Garantia de Morte,6.229,0 a 10,Deran Sarafian,"Ação, Crime, Thriller, Mistério"
5772,As Golpistas,6.479,0 a 10,Lorene Scafaria,"Drama, Comédia, Crime"
5773,Sandwich,3.5,0 a 10,Jao Daniel Elamparo,Drama
5774,Flashdance: Em Ritmo de Embalo,6.489,0 a 10,Adrian Lyne,"Drama, Romance"
5775,The Kill Room,5.966,0 a 10,Nicol Paone,"Comédia, Crime"
5776,Happy Feet 2: O Pinguim,6.1,0 a 10,George Miller,"Animação, Comédia, Família"
5777,O Grito 2,5.5,0 a 10,Takashi Shimizu,"Terror, Thriller"
5778,Operação: Arma Secreta,6.415,0 a 10,Daniel Markowicz,Ação
5779,Ernesto e Celestine,7.8,0 a 10,Stéphane Aubier,"Animação, Comédia, Drama, Família, Aventura"
5780,O Jardim Secreto,7.403,0 a 10,Agnieszka Holland,"Drama, Família, Fantasia"
5781,The Salt Path,0.0,0 a 10,Marianne Elliott,Drama
5782,Inferno no Faroeste,4.989,0 a 10,Roel Reiné,"Faroeste, Ação, Fantasia, Terror, Drama"
5783,Pengabdi Setan 2: Communion,7.064,0 a 10,Joko Anwar,"Drama, Terror, Mistério"
5784,A Guerra do Hambúrguer,6.06,0 a 10,Brian Robbins,"Família, Comédia"
5785,Upside-Down Magic: Escola de Magia,7.144,0 a 10,Joe Nussbaum,"Fantasia, Família, Cinema TV"
5786,Eleição,7.087,0 a 10,Johnnie To,"Crime, Drama, Thriller"
